minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6280791614355502,31.880256175605343,16.01735005377361,37.52837384711481,7.378313925285792,15.808539221787846,12.62036951261581,30.570892216660067
0,Marvin the Martian,0.6054153439033517,32.75769485182073,13.520061341075497,29.814683547725824,7.18885419155989,22.245846668798936,15.568042366418252,26.286379412466847
0,Road Runner,0.6250360070889982,27.334554178525714,13.237952883463814,35.62286593224463,7.347782372890196,29.907372633259374,11.388553588781438,19.919126852974696
0,Foghorn Leghorn,0.6226483776872853,30.232448693458974,14.688785811852563,34.33160577123919,5.432727039432391,20.534902077298103,16.691799876629208,32.135752529704746
0,Bugs Bunny,0.6224555699910211,33.18083948750289,16.512224388201474,30.697316494894693,6.124458205357248,20.07931620671646,12.121538008415056,22.98833907936773
0,Elmer Fudd,0.6113304898029979,29.623998305023456,14.635647024457235,34.015977600530064,4.644368370077518,23.50421384233768,16.47164083602375,29.32479280487249
0,Lola Bunny,0.6446165973895837,34.45460299300828,13.438965090498199,35.11590812364496,4.9990351846068135,17.87568648668789,16.754738837989944,36.81054305179579
0,Porky Pig,0.6133058349048742,30.002699002178094,15.333303422179672,36.30805838342123,5.514761036152551,16.961561312157357,14.859158865612786,32.05555049071364
0,Tasmanian Devil,0.598569238140165,27.329569741949847,14.700238537447728,34.88206674675548,7.823220483742136,18.888761793566974,10.116037572620082,22.094018117628114
0,Gossamer,0.6128843833634328,30.100970069457173,15.80633301112365,31.919277425395244,4.704468499327131,17.727371914949327,12.23646599916842,25.23777288534765
0,Granny,0.618286141719036,28.308635660346752,14.25876041075037,38.10625885561554,6.22866132228399,21.07924219231578,15.427409013497014,31.90616601285137
0,Wile E. Coyote,0.6139207278364838,32.52042847473348,14.657052321935296,34.331259562385355,4.653506897386146,19.785901462049186,14.345618158594524,29.28403242771913
0,Tweety,0.6009602794303042,29.290844811422467,14.043829227338646,37.84627958636599,7.130186955698167,20.871512311509598,12.100195294806612,26.26367982574541
0,Penelope,0.6081094035106163,26.25040205911992,15.823501925741844,24.2681776867914,8.136162838616782,15.607361439701018,10.583555410108294,18.151863235660148
0,Daffy Duck,0.6248064423585733,27.951103597999857,15.308204551849268,32.09414634437875,5.937624400214098,19.410941389306643,13.930448263623681,27.08603588906367
12,Sylvester,0.6175389622768176,30.591061473326267,15.183588352939472,35.56172455568321,6.5192617449319465,17.260559022783738,13.854730943272868,30.159084616346252
12,Marvin the Martian,0.613339999601689,29.88475804368185,13.149368054266555,32.48523492812489,5.81297739274836,26.262741577809166,14.020047470309063,23.969373335374254
12,Road Runner,0.6150261037550049,27.89277819032444,13.605267778334843,35.97583369326168,6.111701174277951,27.255439794600296,13.208419458776014,23.89027523047056
12,Foghorn Leghorn,0.6121991087028601,33.34578687804744,15.675902695654045,36.92771687656116,5.8341585342801,18.903019572962613,11.23321001203905,26.185998384281856
12,Bugs Bunny,0.6388419181170694,31.542742352764204,17.2242256719778,32.937989231965176,7.7659222001382195,24.35847601536631,13.110163186164906,23.016165427291558
12,Elmer Fudd,0.6159746392356916,28.377889861448665,16.05589500304822,33.87370296207028,5.497365800126648,22.104629131724405,13.20896529635139,24.71558694524713
12,Lola Bunny,0.6428946335738084,33.91968243211659,13.58496886519351,34.93421038974884,4.0670946295828445,19.03038783341808,14.449629786699077,32.78881257632435
12,Porky Pig,0.603863492473068,33.15689817199172,15.304778206216302,37.12079367920068,4.926621603865406,20.87985336285556,14.548668711288329,29.620180295641806
12,Tasmanian Devil,0.6160337533279129,28.062521638631814,15.140334644002362,35.723936919544364,3.767487994585039,22.967813123408597,8.142671482231426,19.172523834008633
12,Gossamer,0.620505727992441,38.16695658041334,14.397572095400442,37.03517800699588,6.1156449086487825,17.8937040571708,15.108259827720234,33.84203775268924
12,Granny,0.6204478325344152,24.18385672219828,14.930652995505154,36.26565350334693,4.788624657013907,20.161354820745096,12.087753377931122,26.441771767681065
12,Wile E. Coyote,0.6247241512513465,35.35243457329623,13.231319270337476,34.769540590651175,4.901272250845479,24.706396283943075,14.142372068743825,27.840982036260424
12,Tweety,0.6018420475079622,25.9681048053178,12.176528214001255,34.874923899099095,4.7931478733287,25.599306909336693,9.493278315091585,19.28519895580887
12,Penelope,0.607510007070891,23.2929801854878,16.309484907975794,30.724367349566855,10.13501503654296,15.78449472346096,11.123105805007993,21.561238784324065
12,Daffy Duck,0.6361536322620843,32.940808711445186,14.94029403632047,34.480818636586534,6.090781574906151,21.290928816459893,16.035789197637296,31.576674320583738
24,Sylvester,0.6305935150322094,33.20493032808422,13.649513460496594,38.23093084675743,8.103430925206535,17.141557096398408,15.540419971795021,35.62757914420288
24,Marvin the Martian,0.6039530607322611,30.844568733111085,15.220001931567541,33.006521842281536,5.946458459294734,20.536803888081423,14.692257686328167,27.13634037250746
24,Road Runner,0.6309251027047176,29.60787631165353,12.444001130433556,33.0355401340188,4.1284462971631,31.288884959942603,14.194655967729657,23.217432200947155
24,Foghorn Leghorn,0.6190428155878309,32.74168090620858,14.093235858746844,36.26175002183615,5.537803164017484,11.558286786939533,18.53721906242696,41.76033680732996
24,Bugs Bunny,0.6365652343631383,33.292071518734204,14.410694120492964,34.734661535742994,6.461523054830576,18.74233309530048,11.018847323039736,26.602925217626687
24,Elmer Fudd,0.6207278155345118,29.428949940509696,15.460058816626363,38.197272935562324,4.4790836186953085,21.58422155421343,15.028924538218346,31.11513414084177
24,Lola Bunny,0.6236352988304156,35.03886200770256,13.974587720054599,37.84801542727469,3.676313397772038,15.758388636840266,17.47083630037012,39.6493367448206
24,Porky Pig,0.6153509233420683,30.626815951903644,15.47734506346838,34.526684532360626,4.8046388358640355,17.61254569418858,14.270619678550212,30.04433998847281
24,Tasmanian Devil,0.6235418271290747,26.339928581809517,14.10437863510116,33.91129658440674,4.8902041368589435,18.481103530920382,8.772619105369072,22.29292686304014
24,Gossamer,0.6266701891375301,28.78293942538946,14.382570213407769,35.3303903359191,7.600226146645001,13.472915276084908,12.93961535998983,31.61282198640637
24,Granny,0.5984287456049352,27.19380987999218,13.998507293855447,35.090183713785116,6.627620618037295,22.24350132634882,13.585620639864612,25.625755178759267
24,Wile E. Coyote,0.6058314674717846,29.76961207634488,13.723313301203966,34.19186608809474,4.540584508592328,27.55644833725712,17.803003010470903,29.002627458652423
24,Tweety,0.6099488332825714,27.61341827400844,15.749649230159504,33.566610703524894,6.101770078554585,23.92089989090924,13.248830131473323,23.062089785094823
24,Penelope,0.6158474858244685,23.92788188801641,16.119896013308857,30.711473965520142,8.778229906234152,15.331376708674451,8.07347823316513,18.584393727535574
24,Daffy Duck,0.6252696703263582,29.729948881648696,14.673977226578906,34.256712285372316,8.003829277802268,17.406994827691076,16.17426151407279,32.772700906277294
36,Sylvester,0.6289254704446351,29.055105829320247,15.1749903467801,36.352302810404474,7.594518649374697,14.787909190687817,15.104255999072532,34.13104400105702
36,Marvin the Martian,0.5809173397365752,31.371770851433098,14.530315490082454,30.71433538203162,6.598170070163178,18.825025000543988,12.286389542106825,22.44395441427788
36,Road Runner,0.627652797336714,27.806445207224154,14.410111588814212,38.48747815817191,4.667389352182744,25.21930341894918,11.57897606042296,25.01984860430925
